pca,results,kNN,LDA,SVM,Random Forest,AdaBoost,MLP
48,0.054,0.05,0.038,0.04,0.068,0.032
47,0.056,0.05,0.036,0.038,0.054,0.036
46,0.056,0.048,0.036,0.04,0.054,0.036
45,0.05,0.048,0.034,0.032,0.054,0.032
44,0.054,0.046,0.038,0.04,0.054,0.036
43,0.05,0.048,0.038,0.038,0.054,0.04
42,0.048,0.046,0.038,0.034,0.054,0.042
41,0.05,0.046,0.036,0.032,0.042,0.038
40,0.044,0.044,0.034,0.036,0.05,0.028
39,0.048,0.046,0.034,0.036,0.054,0.04
38,0.044,0.046,0.034,0.042,0.05,0.034
