pca,results,kNN,LDA,SVM,Random Forest,AdaBoost,MLP
75,"{'n_neighbors': 10, 'weights': 'uniform'}",{},"{'C': 0.015625, 'decision_function_shape': 'ovo', 'gamma': 0.015625}","{'min_samples_split': 8, 'n_estimators': 40}","{'learning_rate': 0.01, 'n_estimators': 60}","{'activation': 'identity', 'hidden_layer_sizes': (8, 8), 'learning_rate_init': 1.0}"
80,"{'n_neighbors': 10, 'weights': 'uniform'}",{},"{'C': 0.015625, 'decision_function_shape': 'ovo', 'gamma': 0.015625}","{'min_samples_split': 8, 'n_estimators': 40}","{'learning_rate': 0.01, 'n_estimators': 60}","{'activation': 'identity', 'hidden_layer_sizes': (16, 8), 'learning_rate_init': 0.01}"
85,"{'n_neighbors': 10, 'weights': 'uniform'}",{},"{'C': 0.015625, 'decision_function_shape': 'ovo', 'gamma': 0.015625}","{'min_samples_split': 8, 'n_estimators': 90}","{'learning_rate': 0.01, 'n_estimators': 60}","{'activation': 'logistic', 'hidden_layer_sizes': (8,), 'learning_rate_init': 1.0}"
90,"{'n_neighbors': 13, 'weights': 'distance'}",{},"{'C': 0.015625, 'decision_function_shape': 'ovo', 'gamma': 0.015625}","{'min_samples_split': 4, 'n_estimators': 20}","{'learning_rate': 1.0, 'n_estimators': 50}","{'activation': 'identity', 'hidden_layer_sizes': (), 'learning_rate_init': 0.1}"
95,"{'n_neighbors': 10, 'weights': 'uniform'}",{},"{'C': 0.015625, 'decision_function_shape': 'ovo', 'gamma': 0.015625}","{'min_samples_split': 4, 'n_estimators': 10}","{'learning_rate': 1.0, 'n_estimators': 80}","{'activation': 'logistic', 'hidden_layer_sizes': (64,), 'learning_rate_init': 1.0}"
100,"{'n_neighbors': 6, 'weights': 'distance'}",{},"{'C': 16.0, 'decision_function_shape': 'ovo', 'gamma': 0.015625}","{'min_samples_split': 8, 'n_estimators': 50}","{'learning_rate': 0.1, 'n_estimators': 70}","{'activation': 'relu', 'hidden_layer_sizes': (32,), 'learning_rate_init': 0.001}"
