pca,results,kNN,LDA,SVM,Random Forest,AdaBoost,MLP
91,"{'n_neighbors': 22, 'weights': 'distance'}",{},"{'C': 0.015625, 'decision_function_shape': 'ovo', 'gamma': 0.015625}","{'min_samples_split': 2, 'n_estimators': 60}","{'learning_rate': 1.0, 'n_estimators': 10}","{'activation': 'identity', 'hidden_layer_sizes': (8, 32), 'learning_rate_init': 0.01}"
92,"{'n_neighbors': 22, 'weights': 'distance'}",{},"{'C': 0.015625, 'decision_function_shape': 'ovo', 'gamma': 0.015625}","{'min_samples_split': 2, 'n_estimators': 100}","{'learning_rate': 1.0, 'n_estimators': 10}","{'activation': 'identity', 'hidden_layer_sizes': (8,), 'learning_rate_init': 0.001}"
93,"{'n_neighbors': 22, 'weights': 'distance'}",{},"{'C': 0.015625, 'decision_function_shape': 'ovo', 'gamma': 0.015625}","{'min_samples_split': 2, 'n_estimators': 90}","{'learning_rate': 1.0, 'n_estimators': 10}","{'activation': 'identity', 'hidden_layer_sizes': (16, 32), 'learning_rate_init': 0.1}"
94,"{'n_neighbors': 22, 'weights': 'distance'}",{},"{'C': 0.015625, 'decision_function_shape': 'ovo', 'gamma': 0.015625}","{'min_samples_split': 2, 'n_estimators': 50}","{'learning_rate': 1.0, 'n_estimators': 10}","{'activation': 'logistic', 'hidden_layer_sizes': (32,), 'learning_rate_init': 0.1}"
95,"{'n_neighbors': 22, 'weights': 'distance'}",{},"{'C': 0.015625, 'decision_function_shape': 'ovo', 'gamma': 0.015625}","{'min_samples_split': 2, 'n_estimators': 60}","{'learning_rate': 1.0, 'n_estimators': 10}","{'activation': 'tanh', 'hidden_layer_sizes': (8, 32), 'learning_rate_init': 0.1}"
96,"{'n_neighbors': 25, 'weights': 'distance'}",{},"{'C': 0.015625, 'decision_function_shape': 'ovo', 'gamma': 0.015625}","{'min_samples_split': 2, 'n_estimators': 100}","{'learning_rate': 1.0, 'n_estimators': 50}","{'activation': 'relu', 'hidden_layer_sizes': (32, 32), 'learning_rate_init': 0.01}"
97,"{'n_neighbors': 25, 'weights': 'distance'}",{},"{'C': 0.015625, 'decision_function_shape': 'ovo', 'gamma': 0.015625}","{'min_samples_split': 2, 'n_estimators': 100}","{'learning_rate': 1.0, 'n_estimators': 50}","{'activation': 'tanh', 'hidden_layer_sizes': (16, 32), 'learning_rate_init': 0.01}"
98,"{'n_neighbors': 25, 'weights': 'distance'}",{},"{'C': 0.015625, 'decision_function_shape': 'ovo', 'gamma': 0.015625}","{'min_samples_split': 2, 'n_estimators': 40}","{'learning_rate': 1.0, 'n_estimators': 50}","{'activation': 'relu', 'hidden_layer_sizes': (32, 32), 'learning_rate_init': 0.01}"
99,"{'n_neighbors': 24, 'weights': 'distance'}",{},"{'C': 0.015625, 'decision_function_shape': 'ovo', 'gamma': 0.015625}","{'min_samples_split': 2, 'n_estimators': 50}","{'learning_rate': 0.1, 'n_estimators': 100}","{'activation': 'relu', 'hidden_layer_sizes': (16, 64), 'learning_rate_init': 0.01}"
100,"{'n_neighbors': 4, 'weights': 'distance'}",{},"{'C': 16.0, 'decision_function_shape': 'ovo', 'gamma': 0.015625}","{'min_samples_split': 2, 'n_estimators': 80}","{'learning_rate': 1.0, 'n_estimators': 100}","{'activation': 'logistic', 'hidden_layer_sizes': (32, 64), 'learning_rate_init': 0.001}"
