pca,results,kNN,LDA,SVM,Random Forest,AdaBoost,MLP
75,0.198,0.198,0.192,0.192,0.198,0.912
80,0.198,0.198,0.192,0.198,0.198,0.198
85,0.198,0.198,0.192,0.192,0.198,0.192
90,0.174,0.202,0.192,0.188,0.192,0.196
95,0.168,0.202,0.192,0.186,0.194,0.204
100,0.054,0.05,0.038,0.038,0.068,0.04
