pca,results,kNN,LDA,SVM,Random Forest,AdaBoost,MLP
75,0.198,0.198,0.192,0.192,0.198,0.192
80,0.198,0.198,0.192,0.192,0.198,0.196
85,0.198,0.198,0.192,0.198,0.198,0.192
90,0.176,0.202,0.192,0.188,0.192,0.212
95,0.168,0.202,0.192,0.182,0.188,0.192
100,0.06,0.046,0.044,0.034,0.054,0.038
